comment_Text,Have_ValueViolation
Could not get it to work on Kindle Fire. Waste of time. I am anger,Yes
Doesn't work on kindle fire please update it ,Yes
"First of all, it does work. PROBLEM the ads are really a hassle.  They put the ads in the way, jump them around so you accidentally click the ads while trying to use the app. So its a little bit the scam.The price to remove ads?  Outrageous  10 a month???  I would pay 10 once or 10 a year.",Yes
"""Turn your kindle into a cell phone"" WRONG. This bullsh* t app doesn't work on the latest Kindle HD 8 (6th Generation) whatsoever. Extremely disappointed. Zero stars.",Yes
"This application  is only  fair, calls are not always clear. Can't delete contacts from contact list, and when I dial my husband's phone it comes up Amazon Marketplace. It is frustrating I have even upgraded thinking I would get better service but it only got worse. Really am thinking of switching...",Yes
Download from Amazon and you can't add contacts. Download it from play store and then you can't sign in to the app on your kindle.,Yes
I don�t love it  because  I can't save contacts and also cant send messages ,Yes
Can't seem to get it to work.  Tried to install open garden but it does not work on myKindle fire HD.,Yes
Do Not by this app for a free number. It is no use. You will go on a trip with no electronics. It will cancel your number and the only way to get it back is by paying for a membership. Don't waste your time you are going to get scammed.,Yes
"Would not work on my Kindle HD tablet. Attempted several times, continued to come up with unable to install. very disappointed",Yes
"I Can't text anyone, when I put in the number it shows for 1 sec and then disappears I Can't text ANYONE",Yes
When I  installed this appI was ask to set up an account no problem there..But after  the setupThe app it would just keepClosing. Freezing upClosing .My kindle fire is new and up to date .So  this did not work for my kindle,Yes
Well there was someone who was following me and would not stop and they were terrorizing me and saying things li k e I know where you are and I can't get rid of them,Yes
I really don�t  like it but I wish that you could get verification codes for if you want to login to something and you need a verification code to login and they can't send it to your email and u need to get the verification code on your text messages,Yes
I use this app on my phone on don't have any problems but I cannot get it to work with my Kindle I feel like I am missing something Like a Internet connection isn't enough. Any advice? Once it starts working for me I will update my stars,Yes
I can't text my mom and I can't text when I go places on the bottom it says FAILED and I was like how do I text but it's fine,Yes
For my kindle fire 8.9 it kept on sayin that it had stopped so be carefully this might be the devil child app,Yes
I'm not stupid but I can't figure out how to face time or make someone a contact,Yes
The app let me call n message for a day. Than stop now it say all my message failed I can't call out. I have no clue if that person trying to message me. Disappointed,Yes
It pops out every time.This is amazing you can text and call the downsides are the speaker doesn't work you can't face time unless you and that person have the app and you get calls later then they call you but has everything I need,Yes
"This app is terribke.  I have tried to connect it 3 times.  It tells me my email is invalid.  It won't let me use my cell phone .  When I try to log in, I tell it I need a new password.  It then it asks me for my email then tells me it is invalid.  It has assigned me a number to use instead of using my number.  I can't correct not edit my information.  Totally useless",Yes
"Well sure, it works. That's about it. 1. The app is so slow it doesn't even open half the time. 2. It doesn't let you do anything until it's loaded its ads. 3. Notifications are shoddy at best, sometimes sending 6 or 7 for one text. 4. Unable to name my conversations after the latest update. Absolute trash app.",Yes
